iter	MAE
1565	0.667303393
1570	0.66719933
1575	0.6670881016
1580	0.6670285299
1585	0.6669187533
1590	0.6668448976
1595	0.6667831248
1600	0.6666791555
1605	0.6665781834
1610	0.6664820352
1615	0.6663841542
1620	0.666329781
1625	0.6662732535
1630	0.6661961195
1635	0.6661062001
1640	0.66604424
1645	0.6659453754
1650	0.6658527397
1655	0.6657629608
1660	0.6656822206
1665	0.6655811549
1670	0.6654660393
1675	0.6653350005
1680	0.6651992783
1685	0.6650614487
1690	0.6649682978
1695	0.664888307
1700	0.6647860236
1705	0.6646336289
1710	0.6645309709
1715	0.6644156211
1720	0.6643181147
1725	0.6642021093
1730	0.6640763157
1735	0.6639736109
1740	0.6638847218
1745	0.6637600522
1750	0.6636391762
1755	0.6635268237
1760	0.6634401826
1765	0.6633208988
1770	0.6632083591
1775	0.6631497709
1780	0.6630506254
1785	0.6629836073
1790	0.6629113439
1795	0.6628009116
1800	0.6627042482
1805	0.6626086152
1810	0.662512467
1815	0.662422969
1820	0.6623609621
1825	0.6622608799
1830	0.662137147
1835	0.6620265274
1840	0.6619746832
1845	0.6618608789
1850	0.6617676343
1855	0.661709655
1860	0.6616321463
1865	0.6615782415
1870	0.6615145954
1875	0.6614274391
1880	0.661324266
1885	0.6612582314
1890	0.6611757584
1895	0.661102933
1900	0.6610018673
1905	0.6609324139
1910	0.6608676907
1915	0.6608008131
1920	0.6607314534
1925	0.6606479969
1930	0.6605732514
1935	0.6604929795
1940	0.6604143469
1945	0.6603386178
1950	0.660266495
1955	0.6601943253
1960	0.6601288995
1965	0.6600386054
1970	0.6599878384
1975	0.6598943128
1980	0.6598043466
1985	0.6597401385
1990	0.6596643158
1995	0.6596122374
2000	0.6595321998
2005	0.6594610604
2010	0.6593893122
2015	0.6593332999
2020	0.6592646426
2025	0.6591942057
2030	0.6591269535
2035	0.6590330533
2040	0.6589753081
2045	0.658882766
2050	0.6587993564
2055	0.6587312143
2060	0.6586636343
2065	0.6585853763
2070	0.6585121762
2075	0.6584320449
2080	0.6583584234
2085	0.6582945899
2090	0.6582470544
2095	0.6581629423
2100	0.6580905852
2105	0.6580279694
2110	0.657972566
2115	0.6578921068
2120	0.6578541252
2125	0.6578075732
2130	0.657733296
2135	0.6576542418
2140	0.6575894249
2145	0.6574849872
2150	0.6574053242
2155	0.6573339038
2160	0.6572859468
2165	0.6572163529
2170	0.6571499437
2175	0.6570891544
2180	0.6570176872
2185	0.6569694023
2190	0.6568969047
2195	0.656804831
2200	0.6567203442
2205	0.6566213392
2210	0.6565452823
2215	0.6564818704
2220	0.6564158358
2225	0.6563586526
2230	0.6563196876
2235	0.6562560883
2240	0.6562029328
2245	0.6561407385
2250	0.6560734863
2255	0.6560246863
2260	0.6559515331
2265	0.6558637679
2270	0.6558086923
2275	0.6557381617
2280	0.6556482891
2285	0.6555830507
2290	0.6555493309
2295	0.6555025447
2300	0.6554681224
2305	0.6554333255
2310	0.655384385
2315	0.6553510867
2320	0.6552843496
2325	0.6551958352
2330	0.6551446935
2335	0.6550959403
2340	0.6550369307
2345	0.6549737997
2350	0.6549154926
2355	0.6548577006
2360	0.6548131624
2365	0.6547524668
2370	0.6546931762
2375	0.6546350095
2380	0.6545864437
2385	0.6545251861
2390	0.6544704851
2395	0.654424776
2400	0.6543890424
2405	0.6543371514
2410	0.6542769241
2415	0.6542248926
2420	0.6541829771
2425	0.6541352542
2430	0.6540772281
2435	0.6540392465
2440	0.6539964411
2445	0.6539362138
2450	0.6539009017
2455	0.6538533661
2460	0.6538173515
2465	0.6537760916
2470	0.6537135227
2475	0.6536507664
2480	0.6536009829
2485	0.6535428631
2490	0.6534935011
2495	0.6534336953
2500	0.6533781981
2505	0.6533407785
2510	0.6532803171
2515	0.6532140952
2520	0.6531719923
2525	0.6530812767
2530	0.6530063438
2535	0.6529339399
2540	0.652871652
2545	0.6528274416
2550	0.6527867905
2555	0.6527379437
2560	0.6526716749
2565	0.6526224066
2570	0.6525784772
2575	0.652529724
2580	0.6524846706
2585	0.6524334353
2590	0.6523637477
2595	0.6523258129
2600	0.6522693323
2605	0.6522208601
2610	0.6521785699
2615	0.6521357645
2620	0.6521057913
2625	0.6520660301
2630	0.6520337621
2635	0.6520038826
2640	0.6519565344
2645	0.6519247348
2650	0.6519038004
2655	0.6518864254
2660	0.6518370165
2665	0.6517676568
2670	0.6517280829
2675	0.6516878065
2680	0.651650621
2685	0.6515846801
2690	0.6515349903
2695	0.6514878294
2700	0.6514431039
2705	0.6514009073
2710	0.6513397433
2715	0.6513078032
2720	0.6512642485
2725	0.6512305287
2730	0.6511638853
2735	0.6511030492
2740	0.6510759328
2745	0.6510232925
2750	0.6509539796
2755	0.6508787189
2760	0.6508126843
2765	0.6507749837
2770	0.6507240294
2775	0.6506438512
2780	0.6505850289
2785	0.6504946412
2790	0.650442797
2795	0.6503846304
2800	0.6503465083
2805	0.6503058572
2810	0.6502471754
2815	0.6501936921
2820	0.6501402087
2825	0.6500987615
2830	0.6500470578
2835	0.6499856129
2840	0.6499467883
2845	0.6498828612
2850	0.6498398216
2855	0.6498015122
2860	0.6497435798
2865	0.6496871928
2870	0.649645324
2875	0.6495694545
2880	0.6495054338
2885	0.6494335919
2890	0.6493917231
2895	0.6493513062
2900	0.6492972609
2905	0.6492410144
2910	0.6492070605
2915	0.6491483787
2920	0.6491163917
2925	0.6490680132
2930	0.6490084416
2935	0.6489631072
2940	0.6489042381
2945	0.6488433551
2950	0.6488097758
2955	0.648773246
2960	0.6487170464
2965	0.6486560698
2970	0.6485986993
2975	0.6485493373
2980	0.6484954325
2985	0.6484600735
2990	0.6484119292
2995	0.6483558232
3000	0.6483074915
3005	0.6482592535
3010	0.6482179467
3015	0.6481882546
3020	0.6481523805
3025	0.648125873
3030	0.6480757616
3035	0.6480290691
3040	0.6479905255
3045	0.6479531996
3050	0.6479261769
3055	0.6478955481
3060	0.647859112
3065	0.6478143396
3070	0.6477607158
3075	0.6477143042
3080	0.6476860171
3085	0.6476264923
3090	0.6475852792
3095	0.6475409283
3100	0.6474997621
3105	0.6474574719
3110	0.6474024899
3115	0.6473247939
3120	0.6472828315
3125	0.6472363263
3130	0.6471916944
3135	0.6471444398
3140	0.647095593
3145	0.647061358
3150	0.6470155553
3155	0.6469584658
3160	0.646912148
3165	0.6468629733
3170	0.6468152504
3175	0.6467766132
3180	0.6467382569
3185	0.6466766715
3190	0.6466199098
3195	0.6465551866
3200	0.6464991274
3205	0.6464335143
3210	0.6463691657
3215	0.6463214897
3220	0.646280745
3225	0.6462429039
3230	0.646220143
3235	0.6461874067
3240	0.6461381852
3245	0.6460896662
3250	0.6460496707
3255	0.6460132815
3260	0.6459634043
3265	0.6459288883
3270	0.6458912346
3275	0.6458556415
3280	0.6458189712
3285	0.6457901689
3290	0.6457359831
3295	0.6457133159
3300	0.6456595047
3305	0.6456113135
3310	0.6455380198
3315	0.6454818202
3320	0.6454533925
3325	0.6454395299
3330	0.6454156919
3335	0.6454006117
3340	0.6453782723
3345	0.6453605694
3350	0.6453273648
3355	0.6452756611
3360	0.6452358999
3365	0.6452033509
3370	0.6451540826
3375	0.645106828
3380	0.6450724526
3385	0.6450212172
3390	0.6449877785
3395	0.6449455351
3400	0.6449063826
3405	0.6448733653
3410	0.6448477008
3415	0.6448063941
3420	0.6447529576
3425	0.6447146482
3430	0.6446742781
3435	0.6446309107
3440	0.644579207
3445	0.6445419279
3450	0.6444996845
3455	0.644452149
3460	0.644420162
3465	0.6443848499
3470	0.6443597942
3475	0.6443316944
3480	0.6443003631
3485	0.6442674863
3490	0.644238684
3495	0.6442152675
3500	0.6441780352
3505	0.6441430978
3510	0.6441103615
3515	0.6440843692
3520	0.6440555668
3525	0.6440237204
3530	0.6439900006
3535	0.6439694409
3540	0.6439235913
3545	0.6438927284
3550	0.643838121
3555	0.6438072112
3560	0.6437748028
3565	0.6437420197
3570	0.6437089555
3575	0.6436772027
3580	0.6436400641
3585	0.6436218929
3590	0.6436026445
3595	0.6435699082
3600	0.643534081
3605	0.6435091658
3610	0.6434728702
3615	0.6434394314
3620	0.6434068356
3625	0.6433673085
3630	0.6433435642
3635	0.6432940616
3640	0.6432551434
3645	0.643230837
3650	0.643206156
3655	0.6431753867
3660	0.6431234957
3665	0.6430770373
3670	0.6430453782
3675	0.643023554
3680	0.6429811233
3685	0.6429389267
3690	0.6429056753
3695	0.6428603877
3700	0.6428343954
3705	0.6427875155
3710	0.642742509
3715	0.6427013896
3720	0.6426745074
3725	0.6426543692
3730	0.6426176053
3735	0.6425828083
3740	0.6425510555
3745	0.6425223
3750	0.6424938255
3755	0.6424574363
3760	0.6424281188
3765	0.6424066224
3770	0.6423732773
3775	0.6423474723
3780	0.6423241026
3785	0.6422953003
3790	0.642258068
3795	0.6422373678
3800	0.6422117501
3805	0.642185149
3810	0.6421577985
3815	0.6421134476
3820	0.6420779013
3825	0.6420168779
3830	0.6419915412
3835	0.6419594606
3840	0.6419291596
3845	0.6418970321
3850	0.6418595657
3855	0.6418240663
3860	0.6417867403
3865	0.6417607012
3870	0.6417355518
3875	0.6417059533
3880	0.6416742474
3885	0.6416390758
3890	0.6416152377
3895	0.6415933199
3900	0.6415592254
3905	0.6415241475
3910	0.6414973122
3915	0.641450245
3920	0.6414250019
3925	0.6413784967
3930	0.6413628545
3935	0.6413303055
3940	0.6412950871
3945	0.6412725604
3950	0.6412441796
3955	0.6412080713
3960	0.6411665772
3965	0.6411404444
3970	0.6411213365
3975	0.6410923937
3980	0.6410724428
3985	0.6410442962
3990	0.6410218632
3995	0.6409970885
4000	0.6409682862
4005	0.640937189
4010	0.6408948051
4015	0.6408534984
4020	0.6408169218
4025	0.640786855
4030	0.6407609095
4035	0.6407164181
4040	0.6406907068
4045	0.6406623259
4050	0.6406402207
4055	0.6406146499
4060	0.6405899689
4065	0.6405695965
4070	0.6405427612
4075	0.6405196257
4080	0.6405028594
4085	0.6404775228
4090	0.6404497976
4095	0.6404354667
4100	0.6403981876
4105	0.6403685891
4110	0.64033412
4115	0.6403026482
4120	0.6402854136
4125	0.6402610136
4130	0.640234272
4135	0.6402089353
4140	0.640170017
4145	0.6401487548
4150	0.6401241207
4155	0.6400896515
4160	0.6400492815
4165	0.6400202918
4170	0.6399824039
4175	0.6399500423
4180	0.6399230196
4185	0.639890658
4190	0.6398671946
4195	0.6398486487
4200	0.6398233589
4205	0.639800036
4210	0.6397830357
4215	0.6397510019
4220	0.6397278195
4225	0.6397028107
4230	0.6396623001
4235	0.6396403354
4240	0.6396209933
4245	0.6395872736
4250	0.6395457326
4255	0.6395221288
4260	0.6394959023
4265	0.6394622762
4270	0.6394364712
4275	0.6394068727
4280	0.639381255
4285	0.639359946
4290	0.6393332043
4295	0.639297658
4300	0.6392701671
4305	0.6392487175
4310	0.6392260972
4315	0.6392081133
4320	0.6391909256
4325	0.6391661509
4330	0.6391488227
4335	0.6391377701
4340	0.6391179597
4345	0.6390941685
4350	0.6390751543
4355	0.6390486468
4360	0.6390227481
4365	0.6390021416
4370	0.6389780226
4375	0.6389590552
4380	0.6389411181
4385	0.6389152663
4390	0.6388831857
4395	0.6388603311
4400	0.638829796
4405	0.6387982305
4410	0.6387611388
4415	0.6387437169
4420	0.6387218927
4425	0.6386987572
4430	0.638674685
4435	0.6386462105
4440	0.6386130059
4445	0.6385880439
4450	0.6385688892
4455	0.638543693
4460	0.6385256623
4465	0.6385038381
4470	0.6384841682
4475	0.63846403
4480	0.6384444069
4485	0.6384253459
4490	0.6384078772
4495	0.6383764054
4500	0.6383551432
4505	0.6383378149
4510	0.6383097151
4515	0.6382912629
4520	0.6382614303
4525	0.63824916
4530	0.6382293965
4535	0.6381943653
4540	0.6381738525
4545	0.6381438325
4550	0.6381239285
4555	0.6380946578
4560	0.6380682908
4565	0.6380526486
4570	0.6380292321
4575	0.6380047384
4580	0.6379806662
4585	0.6379507867
4590	0.63792826
4595	0.6379075598
4600	0.6378862508
4605	0.6378458807
4610	0.6378312688
4615	0.6378169379
4620	0.6378019982
4625	0.6377819068
4630	0.6377617217
4635	0.6377355889
4640	0.6377123129
4645	0.63769461
4650	0.6376813563
4655	0.637647496
4660	0.6376253908
4665	0.6376078284
4670	0.6375922798
4675	0.6375808057
4680	0.6375611827
4685	0.6375468986
4690	0.6375342537
4695	0.6375196418
4700	0.6374915888
4705	0.6374632548
4710	0.6374473316
4715	0.6374274744
4720	0.6373973607
4725	0.6373712279
4730	0.6373376954
4735	0.6373193837
4740	0.6373023365
4745	0.6372878182
4750	0.6372622474
4755	0.6372370044
4760	0.6372209407
4765	0.6371998658
4770	0.6371793529
4775	0.6371414182
4780	0.6371206711
4785	0.637089293
4790	0.6370560884
4795	0.637034311
4800	0.6370226496
4805	0.6370007786
4810	0.6369804998
4815	0.6369505735
4820	0.6369232699
4825	0.6369065036
4830	0.6368829935
4835	0.6368540975
4840	0.6368394856
4845	0.6368231408
4850	0.636804876
4855	0.6367814594
4860	0.6367532191
4865	0.6367336897
4870	0.6367045596
4875	0.6366872314
4880	0.6366734156
4885	0.6366607707
4890	0.6366489688
4895	0.636637682
4900	0.6366278939
4905	0.6366097695
4910	0.636592535
4915	0.6365813887
4920	0.6365642946
4925	0.6365362417
4930	0.636515401
4935	0.6364933426
4940	0.6364810255
4945	0.6364631353
4950	0.6364436527
4955	0.6364302585
4960	0.6364185034
4965	0.6364006132
4970	0.6363720919
4975	0.6363548573
4980	0.6363264765
4985	0.6363036688
4990	0.636274445
4995	0.6362467198
5000	0.6362320611
5005	0.6362171682
5010	0.6361995121
5015	0.6361767044
5020	0.6361541309
5025	0.6361380672
5030	0.6361244856
5035	0.6361036449
5040	0.6360897823
5045	0.636059856
5050	0.6360464149
5055	0.636028712
5060	0.6360157393
5065	0.6359957884
5070	0.6359800057
5075	0.6359631458
5080	0.6359399634
5085	0.6359253047
5090	0.6358949569
5095	0.6358810006
5100	0.6358609093
5105	0.6358477023
5110	0.6358251288
5115	0.6358105637
5120	0.6357902382
5125	0.6357759541
5130	0.6357606865
5135	0.6357414382
5140	0.6357260301
5145	0.6357042059
5150	0.6356843955
5155	0.635670252
5160	0.6356437445
5165	0.6356237936
5170	0.6356122258
5175	0.6355908231
5180	0.6355784592
5185	0.6355572907
5190	0.6355384638
5195	0.6355280669
5200	0.635506992
5205	0.6354876968
5210	0.6354708837
5215	0.6354524315
5220	0.6354406296
5225	0.6354192737
5230	0.6353999785
5235	0.6353799808
5240	0.6353645259
5245	0.6353492115
5250	0.6353308998
5255	0.6353169435
5260	0.6352970395
5265	0.6352846287
5270	0.6352628514
5275	0.6352492698
5280	0.6352366249
5285	0.6352280544
5290	0.6352136298
5295	0.6351941473
5300	0.6351760229
5305	0.6351563999
5310	0.6351438954
5315	0.6351247876
5320	0.6351088643
5325	0.6350891008
5330	0.6350664336
5335	0.6350527115
5340	0.6350299038
5345	0.6350148704
5350	0.6349976827
5355	0.6349845226
5360	0.6349636351
5365	0.6349514117
5370	0.6349353479
5375	0.6349226562
5380	0.6349026585
5385	0.6348850492
5390	0.6348739498
5395	0.6348555444
5400	0.6348391529
5405	0.634825946
5410	0.6348073532
5415	0.6347955045
5420	0.6347786446
5425	0.6347686691
5430	0.6347586
5435	0.6347442691
5440	0.6347363075
5445	0.6347201033
5450	0.634705304
5455	0.6346880695
5460	0.6346736917
5465	0.6346625455
5470	0.6346521954
5475	0.6346438123
5480	0.6346332748
5485	0.6346231121
5490	0.634613886
5495	0.6346048003
5500	0.6345913593
5505	0.6345754829
5510	0.6345589508
5515	0.6345537523
5520	0.6345400771
5525	0.6345228894
5530	0.6345012993
5535	0.6344844863
5540	0.6344604141
5545	0.6344442099
5550	0.6344363887
5555	0.6344140026
5560	0.6344005615
5565	0.6343840762
5570	0.6343714782
5575	0.6343640785
5580	0.6343441745
5585	0.6343197745
5590	0.6343062866
5595	0.6342914873
5600	0.6342773906
5605	0.6342629192
5610	0.6342533184
5615	0.6342432493
5620	0.6342286842
5625	0.6342181936
5630	0.6342051272
5635	0.6341955264
5640	0.634184708
5645	0.634164804
5650	0.6341440101
5655	0.6341296792
5660	0.6341133813
5665	0.6340887939
5670	0.6340740884
5675	0.6340544653
5680	0.6340335778
5685	0.6340183571
5690	0.6340038388
5695	0.633994519
5700	0.6339818741
5705	0.6339631409
5710	0.6339502618
5715	0.6339350411
5720	0.6339162142
5725	0.6339031946
5730	0.6338848829
5735	0.6338693812
5740	0.6338569704
5745	0.6338402978
5750	0.6338243278
5755	0.6338036744
5760	0.6337877043
5765	0.6337759492
5770	0.6337532352
5775	0.6337382018
5780	0.6337320199
5785	0.6337187661
5790	0.6337052782
5795	0.6336852805
5800	0.6336691231
5805	0.633649219
5810	0.6336325933
5815	0.6336156866
5820	0.6335977964
5825	0.6335866033
5830	0.6335742394
5835	0.6335576605
5840	0.6335301695
5845	0.6335035215
5850	0.6334908297
5855	0.6334735015
5860	0.6334593111
5865	0.633449242
5870	0.6334362692
5875	0.6334249825
5880	0.6334145855
5885	0.6334076542
5890	0.6333968358
5895	0.6333862515
5900	0.6333666285
5905	0.6333490661
5910	0.633334501
5915	0.6333201233
5920	0.6333063544
5925	0.6332927728
5930	0.6332827505
5935	0.6332693094
5940	0.633254276
5945	0.6332462676
5950	0.6332344188
5955	0.6332219612
5960	0.6332078645
5965	0.6331982637
5970	0.633188382
5975	0.6331722246
5980	0.633159205
5985	0.6331492295
5990	0.6331351796
5995	0.6331189754
6000	0.6331069393
6005	0.6330979005
6010	0.6330906882
6015	0.6330748587
6020	0.6330648364
6025	0.6330538775
6030	0.633048679
6035	0.6330359873
6040	0.6330263865
6045	0.6330140694
6050	0.6329972095
6055	0.6329768371
6060	0.632966206
6065	0.6329498613
6070	0.6329408225
6075	0.6329348279
6080	0.632921621
6085	0.6329126759
6090	0.6328979235
6095	0.6328756778
6100	0.6328648593
6105	0.6328517929
6110	0.6328287042
6115	0.6328180263
6120	0.6328132962
6125	0.6328008854
6130	0.6327960616
6135	0.632786976
6140	0.6327809814
6145	0.6327708186
6150	0.6327584547
6155	0.6327427188
6160	0.6327316193
6165	0.6327178504
6170	0.632708437
6175	0.6326965882
6180	0.6326920923
6185	0.6326833345
6190	0.6326780892
6195	0.6326701744
6200	0.6326579041
6205	0.6326475072
6210	0.6326333168
6215	0.6326252615
6220	0.6326098534
6225	0.6325921506
6230	0.6325847978
6235	0.6325738857
6240	0.632555855
6245	0.6325431632
6250	0.6325286918
6255	0.6325190442
6260	0.6325130964
6265	0.6325060246
6270	0.6324947847
6275	0.6324894925
6280	0.6324784399
6285	0.6324693075
6290	0.6324577397
6295	0.6324523539
6300	0.6324455632
6305	0.6324298741
6310	0.6324201796
6315	0.632411375
6320	0.6324009781
6325	0.6323919862
6330	0.63238557
6335	0.6323704898
6340	0.6323576575
6345	0.6323496959
6350	0.6323442633
6355	0.6323341005
6360	0.6323163508
6365	0.6323063754
6370	0.6322957443
6375	0.6322823032
6380	0.6322747631
6385	0.6322669419
6390	0.6322603853
6395	0.6322522832
6400	0.6322420736
6405	0.6322357043
6410	0.6322214202
6415	0.6322048882
6420	0.6321990809
6425	0.6321924774
6430	0.6321861081
6435	0.6321738847
6440	0.6321674686
6445	0.6321615676
6450	0.6321552452
6455	0.6321452697
6460	0.6321390409
6465	0.6321308451
6470	0.6321220874
6475	0.6321131422
6480	0.6321064451
6485	0.6320980152
6490	0.6320865411
6495	0.6320805465
6500	0.6320730063
6505	0.6320637802
6510	0.6320525403
6515	0.632044766
6520	0.6320369449
6525	0.6320323084
6530	0.6320261733
6535	0.6320195698
6540	0.6320120297
6545	0.6320045833
6550	0.631996809
6555	0.631988379
6560	0.6319791529
6565	0.6319748443
6570	0.6319647284
6575	0.6319542846
6580	0.6319450585
6585	0.6319351299
6590	0.6319285264
6595	0.631920237
6600	0.6319126968
6605	0.6319052036
6610	0.631896118
6615	0.6318896082
6620	0.6318771037
6625	0.6318668941
6630	0.6318543429
6635	0.6318317225
6640	0.6318219344
6645	0.6318143943
6650	0.631804653
6655	0.6317990799
6660	0.6317902753
6665	0.6317799252
6670	0.6317710737
6675	0.6317587098
6680	0.6317488749
6685	0.6317375881
6690	0.6317344035
6695	0.6317278937
6700	0.6317071935
6705	0.6317011052
6710	0.6316940802
6715	0.6316887413
6720	0.6316823251
6725	0.6316773608
6730	0.6316668702
6735	0.6316567543
6740	0.6316464979
6745	0.6316406906
6750	0.6316348833
6755	0.6316235497
6760	0.6316170399
6765	0.6316035988
6770	0.6315942322
6775	0.6315858491
6780	0.631574094
6785	0.6315642122
6790	0.6315568126
6795	0.6315524103
6800	0.631542669
6805	0.6315369086
6810	0.6315281976
6815	0.631520236
6820	0.6315081999
6825	0.6315022521
6830	0.631493307
6835	0.6314829569
6840	0.6314721853
6845	0.6314579949
6850	0.6314491434
6855	0.6314404793
6860	0.6314309722
6865	0.6314159857
6870	0.6314058229
6875	0.6313997814
6880	0.6313924755
6885	0.631381938
6890	0.6313718221
6895	0.631366811
6900	0.6313571165
6905	0.6313360885
6910	0.6313290167
6915	0.6313157161
6920	0.6313032117
6925	0.6312909883
6930	0.6312779219
6935	0.6312673844
6940	0.6312626543
6945	0.631254037
6950	0.6312479955
6955	0.6312441084
6960	0.6312342735
6965	0.6312170389
6970	0.631210014
6975	0.6312021928
6980	0.6311902036
6985	0.6311761537
6990	0.631169035
6995	0.6311601368
7000	0.6311538143
7005	0.6311436047
7010	0.6311324116
7015	0.6311239348
7020	0.6311148492
7025	0.6311080116
7030	0.6310982235
7035	0.6310928845
7040	0.6310818788
7045	0.6310754626
7050	0.6310718565
7055	0.6310557928
7060	0.631047597
7065	0.631037481
7070	0.6310275993
7075	0.6310163125
7080	0.6310066649
7085	0.6309927555
7090	0.6309855432
7095	0.6309747716
7100	0.6309703693
7105	0.6309638595
7110	0.6309500438
7115	0.6309395063
7120	0.6309332775
7125	0.6309280791
7130	0.6309173543
7135	0.63090958
7140	0.6308967946
7145	0.630888271
7150	0.6308791385
7155	0.6308719263
